Point{x=41, y=2, color=java.awt.Color[r=72,g=16,b=81]}
Point{x=41, y=43, color=java.awt.Color[r=212,g=14,b=168]}
Point{x=49, y=19, color=java.awt.Color[r=19,g=72,b=85]}
Point{x=9, y=16, color=java.awt.Color[r=38,g=227,b=253]}
Point{x=42, y=26, color=java.awt.Color[r=222,g=249,b=49]}
Point{x=11, y=15, color=java.awt.Color[r=166,g=234,b=85]}
Point{x=7, y=40, color=java.awt.Color[r=137,g=14,b=39]}
Point{x=24, y=43, color=java.awt.Color[r=244,g=20,b=88]}
Point{x=11, y=17, color=java.awt.Color[r=51,g=7,b=24]}
Point{x=17, y=12, color=java.awt.Color[r=218,g=146,b=132]}
Point{x=28, y=35, color=java.awt.Color[r=12,g=102,b=152]}
Point{x=43, y=34, color=java.awt.Color[r=160,g=155,b=180]}
Point{x=23, y=21, color=java.awt.Color[r=241,g=34,b=88]}
Point{x=30, y=10, color=java.awt.Color[r=9,g=117,b=222]}
Point{x=7, y=30, color=java.awt.Color[r=93,g=167,b=60]}
Point{x=47, y=34, color=java.awt.Color[r=228,g=187,b=245]}
Point{x=43, y=42, color=java.awt.Color[r=66,g=26,b=15]}
Point{x=18, y=18, color=java.awt.Color[r=197,g=30,b=84]}
Point{x=41, y=11, color=java.awt.Color[r=121,g=95,b=146]}
Point{x=39, y=12, color=java.awt.Color[r=171,g=35,b=245]}
Point{x=42, y=18, color=java.awt.Color[r=144,g=143,b=174]}
Point{x=7, y=31, color=java.awt.Color[r=57,g=58,b=104]}
Point{x=46, y=13, color=java.awt.Color[r=193,g=30,b=7]}
Point{x=19, y=37, color=java.awt.Color[r=61,g=184,b=234]}
Point{x=37, y=42, color=java.awt.Color[r=169,g=237,b=217]}
Point{x=8, y=8, color=java.awt.Color[r=2,g=165,b=40]}
Point{x=17, y=26, color=java.awt.Color[r=218,g=216,b=234]}
Point{x=10, y=0, color=java.awt.Color[r=19,g=3,b=151]}
Point{x=49, y=32, color=java.awt.Color[r=190,g=234,b=11]}
Point{x=10, y=35, color=java.awt.Color[r=186,g=84,b=1]}
Point{x=46, y=29, color=java.awt.Color[r=141,g=105,b=11]}
Point{x=42, y=15, color=java.awt.Color[r=3,g=208,b=62]}
Point{x=23, y=15, color=java.awt.Color[r=210,g=154,b=172]}
Point{x=12, y=18, color=java.awt.Color[r=122,g=44,b=80]}
Point{x=33, y=28, color=java.awt.Color[r=69,g=100,b=146]}
Point{x=1, y=29, color=java.awt.Color[r=132,g=208,b=80]}
Point{x=35, y=17, color=java.awt.Color[r=250,g=152,b=26]}
Point{x=25, y=17, color=java.awt.Color[r=24,g=6,b=199]}
Point{x=49, y=22, color=java.awt.Color[r=128,g=238,b=154]}
Point{x=10, y=43, color=java.awt.Color[r=60,g=95,b=49]}
Point{x=29, y=18, color=java.awt.Color[r=105,g=238,b=171]}
Point{x=23, y=16, color=java.awt.Color[r=126,g=64,b=235]}
Point{x=31, y=26, color=java.awt.Color[r=38,g=138,b=253]}
Point{x=42, y=46, color=java.awt.Color[r=143,g=228,b=252]}
Point{x=32, y=29, color=java.awt.Color[r=28,g=129,b=245]}
Point{x=49, y=31, color=java.awt.Color[r=119,g=143,b=168]}
Point{x=28, y=17, color=java.awt.Color[r=68,g=202,b=191]}
Point{x=16, y=32, color=java.awt.Color[r=5,g=184,b=25]}
Point{x=4, y=45, color=java.awt.Color[r=186,g=114,b=21]}
Point{x=21, y=36, color=java.awt.Color[r=72,g=0,b=221]}
Point{x=33, y=14, color=java.awt.Color[r=115,g=168,b=134]}
Point{x=46, y=18, color=java.awt.Color[r=90,g=185,b=163]}
Point{x=2, y=11, color=java.awt.Color[r=14,g=163,b=222]}
Point{x=36, y=7, color=java.awt.Color[r=65,g=94,b=238]}
Point{x=36, y=41, color=java.awt.Color[r=217,g=244,b=146]}
Point{x=31, y=14, color=java.awt.Color[r=206,g=110,b=15]}
Point{x=28, y=44, color=java.awt.Color[r=77,g=194,b=180]}
Point{x=26, y=28, color=java.awt.Color[r=209,g=160,b=209]}
Point{x=49, y=27, color=java.awt.Color[r=116,g=117,b=197]}
Point{x=11, y=9, color=java.awt.Color[r=210,g=186,b=59]}
Point{x=34, y=34, color=java.awt.Color[r=100,g=118,b=171]}
Point{x=14, y=23, color=java.awt.Color[r=20,g=59,b=247]}
Point{x=47, y=43, color=java.awt.Color[r=28,g=183,b=80]}
Point{x=1, y=23, color=java.awt.Color[r=98,g=252,b=25]}
Point{x=17, y=22, color=java.awt.Color[r=58,g=38,b=188]}
Point{x=43, y=12, color=java.awt.Color[r=199,g=189,b=65]}
Point{x=1, y=10, color=java.awt.Color[r=139,g=76,b=211]}
Point{x=20, y=2, color=java.awt.Color[r=178,g=177,b=111]}
Point{x=35, y=26, color=java.awt.Color[r=246,g=159,b=171]}
Point{x=36, y=29, color=java.awt.Color[r=136,g=104,b=164]}
Point{x=28, y=46, color=java.awt.Color[r=119,g=19,b=212]}
Point{x=21, y=48, color=java.awt.Color[r=111,g=132,b=176]}
Point{x=35, y=7, color=java.awt.Color[r=48,g=58,b=117]}
Point{x=30, y=23, color=java.awt.Color[r=204,g=13,b=185]}
Point{x=0, y=26, color=java.awt.Color[r=174,g=118,b=173]}
Point{x=18, y=18, color=java.awt.Color[r=168,g=23,b=237]}
Point{x=5, y=45, color=java.awt.Color[r=11,g=121,b=15]}
Point{x=3, y=38, color=java.awt.Color[r=129,g=209,b=62]}
Point{x=18, y=32, color=java.awt.Color[r=27,g=24,b=69]}
Point{x=21, y=19, color=java.awt.Color[r=200,g=157,b=198]}
Point{x=39, y=5, color=java.awt.Color[r=46,g=25,b=115]}
Point{x=23, y=27, color=java.awt.Color[r=97,g=42,b=186]}
Point{x=44, y=29, color=java.awt.Color[r=110,g=25,b=48]}
Point{x=39, y=22, color=java.awt.Color[r=105,g=236,b=248]}
Point{x=14, y=23, color=java.awt.Color[r=186,g=106,b=29]}
Point{x=5, y=43, color=java.awt.Color[r=24,g=186,b=7]}
Point{x=7, y=6, color=java.awt.Color[r=38,g=95,b=15]}
Point{x=38, y=49, color=java.awt.Color[r=132,g=111,b=156]}
Point{x=45, y=10, color=java.awt.Color[r=81,g=95,b=42]}
Point{x=37, y=12, color=java.awt.Color[r=20,g=142,b=247]}
Point{x=29, y=27, color=java.awt.Color[r=188,g=144,b=107]}
Point{x=38, y=40, color=java.awt.Color[r=155,g=250,b=57]}
Point{x=35, y=32, color=java.awt.Color[r=142,g=24,b=181]}
Point{x=42, y=31, color=java.awt.Color[r=79,g=148,b=164]}
Point{x=42, y=15, color=java.awt.Color[r=158,g=11,b=139]}
Point{x=38, y=2, color=java.awt.Color[r=181,g=143,b=37]}
Point{x=22, y=0, color=java.awt.Color[r=81,g=235,b=21]}
Point{x=34, y=3, color=java.awt.Color[r=226,g=2,b=220]}
Point{x=4, y=4, color=java.awt.Color[r=216,g=72,b=64]}
Point{x=23, y=0, color=java.awt.Color[r=185,g=119,b=27]}
Point{x=34, y=2, color=java.awt.Color[r=147,g=226,b=252]}
Point{x=47, y=11, color=java.awt.Color[r=31,g=229,b=9]}
Point{x=22, y=4, color=java.awt.Color[r=61,g=9,b=230]}
Point{x=43, y=17, color=java.awt.Color[r=103,g=91,b=194]}
Point{x=24, y=26, color=java.awt.Color[r=137,g=63,b=222]}
Point{x=19, y=0, color=java.awt.Color[r=226,g=251,b=134]}
Point{x=21, y=45, color=java.awt.Color[r=12,g=101,b=133]}
Point{x=7, y=8, color=java.awt.Color[r=126,g=141,b=50]}
Point{x=3, y=2, color=java.awt.Color[r=86,g=71,b=30]}
Point{x=37, y=36, color=java.awt.Color[r=151,g=99,b=159]}
Point{x=20, y=2, color=java.awt.Color[r=79,g=133,b=33]}
Point{x=32, y=33, color=java.awt.Color[r=10,g=193,b=124]}
Point{x=34, y=37, color=java.awt.Color[r=146,g=208,b=31]}
Point{x=19, y=36, color=java.awt.Color[r=151,g=216,b=181]}
Point{x=20, y=0, color=java.awt.Color[r=23,g=205,b=45]}
Point{x=26, y=37, color=java.awt.Color[r=99,g=68,b=105]}
Point{x=43, y=40, color=java.awt.Color[r=129,g=5,b=139]}
Point{x=5, y=49, color=java.awt.Color[r=23,g=178,b=225]}
Point{x=30, y=33, color=java.awt.Color[r=70,g=193,b=68]}
Point{x=26, y=31, color=java.awt.Color[r=156,g=196,b=31]}
Point{x=21, y=35, color=java.awt.Color[r=232,g=215,b=177]}
Point{x=31, y=2, color=java.awt.Color[r=152,g=206,b=71]}
Point{x=46, y=26, color=java.awt.Color[r=137,g=98,b=30]}
Point{x=46, y=6, color=java.awt.Color[r=72,g=171,b=241]}
Point{x=22, y=21, color=java.awt.Color[r=30,g=47,b=45]}
Point{x=0, y=33, color=java.awt.Color[r=210,g=115,b=132]}
Point{x=11, y=45, color=java.awt.Color[r=166,g=186,b=33]}
Point{x=29, y=44, color=java.awt.Color[r=13,g=22,b=222]}
Point{x=43, y=28, color=java.awt.Color[r=14,g=56,b=184]}
Point{x=23, y=49, color=java.awt.Color[r=101,g=7,b=78]}
Point{x=24, y=49, color=java.awt.Color[r=90,g=132,b=190]}
Point{x=27, y=30, color=java.awt.Color[r=93,g=99,b=73]}
Point{x=39, y=42, color=java.awt.Color[r=161,g=134,b=85]}
Point{x=15, y=2, color=java.awt.Color[r=61,g=127,b=247]}
Point{x=28, y=16, color=java.awt.Color[r=125,g=78,b=59]}
Point{x=7, y=2, color=java.awt.Color[r=200,g=159,b=82]}
Point{x=32, y=30, color=java.awt.Color[r=43,g=174,b=191]}
Point{x=7, y=34, color=java.awt.Color[r=134,g=74,b=219]}
Point{x=19, y=16, color=java.awt.Color[r=123,g=31,b=114]}
Point{x=20, y=19, color=java.awt.Color[r=196,g=215,b=196]}
Point{x=37, y=47, color=java.awt.Color[r=82,g=186,b=126]}
Point{x=34, y=41, color=java.awt.Color[r=5,g=128,b=222]}
Point{x=3, y=40, color=java.awt.Color[r=131,g=224,b=168]}
Point{x=24, y=13, color=java.awt.Color[r=103,g=219,b=1]}
Point{x=17, y=26, color=java.awt.Color[r=33,g=102,b=169]}
Point{x=25, y=22, color=java.awt.Color[r=106,g=35,b=252]}
Point{x=14, y=6, color=java.awt.Color[r=67,g=227,b=105]}
Point{x=6, y=31, color=java.awt.Color[r=166,g=203,b=104]}
Point{x=28, y=25, color=java.awt.Color[r=181,g=121,b=24]}
Point{x=19, y=13, color=java.awt.Color[r=166,g=86,b=187]}
Point{x=7, y=4, color=java.awt.Color[r=151,g=155,b=18]}
Point{x=24, y=30, color=java.awt.Color[r=212,g=68,b=200]}
Point{x=39, y=15, color=java.awt.Color[r=136,g=134,b=66]}
Point{x=47, y=47, color=java.awt.Color[r=132,g=105,b=150]}
Point{x=36, y=44, color=java.awt.Color[r=217,g=116,b=160]}
Point{x=47, y=2, color=java.awt.Color[r=154,g=5,b=12]}
Point{x=1, y=23, color=java.awt.Color[r=240,g=107,b=248]}
Point{x=47, y=12, color=java.awt.Color[r=223,g=224,b=246]}
Point{x=12, y=12, color=java.awt.Color[r=66,g=201,b=29]}
Point{x=3, y=46, color=java.awt.Color[r=145,g=73,b=209]}
Point{x=7, y=22, color=java.awt.Color[r=25,g=112,b=185]}
Point{x=15, y=47, color=java.awt.Color[r=171,g=140,b=14]}
Point{x=11, y=20, color=java.awt.Color[r=27,g=151,b=226]}
Point{x=37, y=14, color=java.awt.Color[r=163,g=66,b=20]}
Point{x=34, y=16, color=java.awt.Color[r=120,g=117,b=47]}
Point{x=34, y=6, color=java.awt.Color[r=124,g=43,b=249]}
Point{x=18, y=4, color=java.awt.Color[r=86,g=247,b=228]}
Point{x=48, y=18, color=java.awt.Color[r=194,g=143,b=227]}
Point{x=0, y=20, color=java.awt.Color[r=103,g=187,b=81]}
Point{x=34, y=44, color=java.awt.Color[r=202,g=31,b=249]}
Point{x=19, y=7, color=java.awt.Color[r=133,g=197,b=38]}
Point{x=29, y=10, color=java.awt.Color[r=39,g=189,b=51]}
Point{x=24, y=36, color=java.awt.Color[r=96,g=246,b=62]}
Point{x=13, y=16, color=java.awt.Color[r=61,g=14,b=14]}
Point{x=5, y=47, color=java.awt.Color[r=239,g=204,b=79]}
Point{x=47, y=49, color=java.awt.Color[r=60,g=107,b=77]}
Point{x=6, y=29, color=java.awt.Color[r=6,g=27,b=254]}
Point{x=28, y=6, color=java.awt.Color[r=62,g=121,b=64]}
Point{x=46, y=32, color=java.awt.Color[r=49,g=154,b=169]}
Point{x=19, y=36, color=java.awt.Color[r=149,g=231,b=0]}
Point{x=27, y=30, color=java.awt.Color[r=36,g=197,b=24]}
Point{x=25, y=17, color=java.awt.Color[r=223,g=198,b=35]}
Point{x=47, y=20, color=java.awt.Color[r=106,g=209,b=101]}
Point{x=36, y=0, color=java.awt.Color[r=195,g=202,b=166]}
Point{x=23, y=6, color=java.awt.Color[r=105,g=200,b=220]}
Point{x=39, y=40, color=java.awt.Color[r=146,g=97,b=85]}
Point{x=38, y=14, color=java.awt.Color[r=238,g=6,b=150]}
Point{x=35, y=45, color=java.awt.Color[r=176,g=45,b=90]}
Point{x=40, y=20, color=java.awt.Color[r=203,g=40,b=85]}
Point{x=23, y=20, color=java.awt.Color[r=130,g=21,b=204]}
Point{x=2, y=49, color=java.awt.Color[r=253,g=136,b=247]}
Point{x=48, y=48, color=java.awt.Color[r=39,g=25,b=40]}
Point{x=38, y=19, color=java.awt.Color[r=34,g=30,b=153]}
Point{x=11, y=22, color=java.awt.Color[r=116,g=32,b=150]}
Point{x=25, y=35, color=java.awt.Color[r=240,g=65,b=20]}
Point{x=21, y=19, color=java.awt.Color[r=164,g=216,b=230]}
Point{x=0, y=12, color=java.awt.Color[r=182,g=25,b=117]}
Point{x=25, y=42, color=java.awt.Color[r=235,g=223,b=3]}
Point{x=3, y=36, color=java.awt.Color[r=37,g=155,b=56]}
Point{x=13, y=22, color=java.awt.Color[r=247,g=196,b=105]}
Point{x=36, y=41, color=java.awt.Color[r=81,g=110,b=76]}
Point{x=13, y=0, color=java.awt.Color[r=246,g=124,b=232]}
Point{x=40, y=40, color=java.awt.Color[r=181,g=231,b=24]}
Point{x=14, y=21, color=java.awt.Color[r=101,g=126,b=25]}
Point{x=47, y=44, color=java.awt.Color[r=117,g=128,b=50]}
Point{x=32, y=8, color=java.awt.Color[r=108,g=117,b=113]}
Point{x=40, y=8, color=java.awt.Color[r=7,g=249,b=19]}
Point{x=3, y=7, color=java.awt.Color[r=239,g=99,b=172]}
Point{x=19, y=37, color=java.awt.Color[r=91,g=83,b=91]}
Point{x=6, y=38, color=java.awt.Color[r=153,g=96,b=4]}
Point{x=30, y=10, color=java.awt.Color[r=23,g=181,b=86]}
Point{x=13, y=9, color=java.awt.Color[r=253,g=110,b=152]}
Point{x=17, y=14, color=java.awt.Color[r=120,g=59,b=44]}
Point{x=25, y=22, color=java.awt.Color[r=103,g=223,b=119]}
Point{x=19, y=14, color=java.awt.Color[r=111,g=53,b=109]}
Point{x=36, y=37, color=java.awt.Color[r=103,g=181,b=21]}
Point{x=36, y=9, color=java.awt.Color[r=78,g=253,b=80]}
Point{x=8, y=23, color=java.awt.Color[r=160,g=65,b=50]}
Point{x=12, y=32, color=java.awt.Color[r=161,g=200,b=27]}
Point{x=7, y=35, color=java.awt.Color[r=191,g=32,b=242]}
Point{x=20, y=35, color=java.awt.Color[r=136,g=32,b=128]}
Point{x=38, y=1, color=java.awt.Color[r=186,g=238,b=30]}
Point{x=27, y=26, color=java.awt.Color[r=37,g=104,b=153]}
Point{x=17, y=38, color=java.awt.Color[r=83,g=250,b=108]}
Point{x=3, y=24, color=java.awt.Color[r=119,g=62,b=220]}
Point{x=11, y=16, color=java.awt.Color[r=171,g=129,b=97]}
Point{x=45, y=26, color=java.awt.Color[r=162,g=111,b=2]}
Point{x=11, y=10, color=java.awt.Color[r=142,g=158,b=234]}
Point{x=3, y=34, color=java.awt.Color[r=59,g=78,b=5]}
Point{x=43, y=9, color=java.awt.Color[r=142,g=217,b=144]}
Point{x=11, y=23, color=java.awt.Color[r=153,g=121,b=155]}
Point{x=43, y=5, color=java.awt.Color[r=178,g=82,b=90]}
Point{x=47, y=46, color=java.awt.Color[r=28,g=75,b=89]}
Point{x=43, y=6, color=java.awt.Color[r=174,g=109,b=188]}
Point{x=41, y=27, color=java.awt.Color[r=152,g=210,b=194]}
Point{x=28, y=14, color=java.awt.Color[r=172,g=91,b=224]}
Point{x=35, y=32, color=java.awt.Color[r=233,g=122,b=64]}
Point{x=14, y=6, color=java.awt.Color[r=68,g=184,b=245]}
Point{x=10, y=13, color=java.awt.Color[r=78,g=161,b=25]}
Point{x=40, y=11, color=java.awt.Color[r=107,g=29,b=40]}
Point{x=46, y=8, color=java.awt.Color[r=87,g=135,b=129]}
Point{x=7, y=16, color=java.awt.Color[r=154,g=120,b=67]}
Point{x=15, y=16, color=java.awt.Color[r=229,g=28,b=139]}
Point{x=16, y=9, color=java.awt.Color[r=196,g=244,b=12]}
Point{x=15, y=33, color=java.awt.Color[r=213,g=15,b=94]}
Point{x=29, y=10, color=java.awt.Color[r=142,g=34,b=174]}
Point{x=6, y=39, color=java.awt.Color[r=104,g=82,b=15]}
Point{x=30, y=3, color=java.awt.Color[r=244,g=164,b=120]}
Point{x=44, y=9, color=java.awt.Color[r=134,g=197,b=70]}
Point{x=46, y=0, color=java.awt.Color[r=111,g=240,b=12]}
Point{x=17, y=25, color=java.awt.Color[r=250,g=205,b=161]}
Point{x=10, y=20, color=java.awt.Color[r=20,g=210,b=146]}
Point{x=37, y=35, color=java.awt.Color[r=129,g=70,b=173]}
Point{x=22, y=27, color=java.awt.Color[r=238,g=171,b=87]}
Point{x=22, y=47, color=java.awt.Color[r=66,g=22,b=160]}
Point{x=7, y=12, color=java.awt.Color[r=88,g=115,b=141]}
Point{x=10, y=16, color=java.awt.Color[r=213,g=207,b=229]}
Point{x=18, y=43, color=java.awt.Color[r=139,g=64,b=30]}
Point{x=37, y=19, color=java.awt.Color[r=80,g=125,b=71]}
Point{x=6, y=6, color=java.awt.Color[r=244,g=172,b=188]}
Point{x=44, y=23, color=java.awt.Color[r=98,g=154,b=108]}
Point{x=42, y=12, color=java.awt.Color[r=27,g=37,b=16]}
Point{x=24, y=33, color=java.awt.Color[r=2,g=235,b=158]}
Point{x=13, y=47, color=java.awt.Color[r=91,g=32,b=6]}
Point{x=39, y=18, color=java.awt.Color[r=196,g=47,b=180]}
Point{x=37, y=47, color=java.awt.Color[r=84,g=119,b=33]}
Point{x=28, y=17, color=java.awt.Color[r=237,g=40,b=26]}
Point{x=13, y=21, color=java.awt.Color[r=49,g=86,b=192]}
Point{x=49, y=27, color=java.awt.Color[r=132,g=53,b=244]}
Point{x=26, y=2, color=java.awt.Color[r=12,g=206,b=223]}
Point{x=45, y=37, color=java.awt.Color[r=131,g=61,b=151]}
Point{x=13, y=38, color=java.awt.Color[r=229,g=124,b=42]}
Point{x=31, y=49, color=java.awt.Color[r=195,g=114,b=57]}
Point{x=35, y=26, color=java.awt.Color[r=168,g=185,b=67]}
Point{x=29, y=36, color=java.awt.Color[r=87,g=190,b=99]}
Point{x=27, y=45, color=java.awt.Color[r=204,g=102,b=239]}
Point{x=6, y=32, color=java.awt.Color[r=177,g=54,b=131]}
Point{x=8, y=43, color=java.awt.Color[r=177,g=215,b=84]}
Point{x=29, y=13, color=java.awt.Color[r=22,g=119,b=151]}
Point{x=25, y=14, color=java.awt.Color[r=241,g=112,b=53]}
Point{x=40, y=35, color=java.awt.Color[r=53,g=126,b=135]}
Point{x=43, y=14, color=java.awt.Color[r=174,g=193,b=17]}
Point{x=1, y=27, color=java.awt.Color[r=16,g=184,b=17]}
Point{x=44, y=28, color=java.awt.Color[r=66,g=152,b=56]}
Point{x=30, y=45, color=java.awt.Color[r=60,g=244,b=53]}
Point{x=41, y=45, color=java.awt.Color[r=153,g=223,b=145]}
Point{x=17, y=15, color=java.awt.Color[r=221,g=216,b=226]}
Point{x=45, y=4, color=java.awt.Color[r=158,g=227,b=44]}
Point{x=28, y=21, color=java.awt.Color[r=127,g=162,b=10]}
Point{x=16, y=9, color=java.awt.Color[r=233,g=156,b=48]}
Point{x=35, y=24, color=java.awt.Color[r=28,g=187,b=94]}
Point{x=43, y=2, color=java.awt.Color[r=89,g=247,b=80]}
Point{x=15, y=34, color=java.awt.Color[r=130,g=164,b=238]}
Point{x=8, y=1, color=java.awt.Color[r=248,g=101,b=123]}
Point{x=35, y=19, color=java.awt.Color[r=223,g=9,b=75]}
Point{x=35, y=35, color=java.awt.Color[r=39,g=135,b=47]}
Point{x=14, y=10, color=java.awt.Color[r=243,g=104,b=22]}
Point{x=5, y=49, color=java.awt.Color[r=178,g=75,b=41]}
Point{x=30, y=2, color=java.awt.Color[r=35,g=172,b=77]}
Point{x=42, y=3, color=java.awt.Color[r=11,g=59,b=248]}
Point{x=34, y=21, color=java.awt.Color[r=198,g=239,b=79]}
Point{x=29, y=24, color=java.awt.Color[r=234,g=58,b=190]}
Point{x=37, y=28, color=java.awt.Color[r=251,g=133,b=246]}
Point{x=45, y=26, color=java.awt.Color[r=222,g=98,b=102]}
Point{x=23, y=24, color=java.awt.Color[r=175,g=122,b=253]}
Point{x=9, y=37, color=java.awt.Color[r=112,g=243,b=178]}
Point{x=0, y=34, color=java.awt.Color[r=48,g=187,b=127]}
Point{x=19, y=20, color=java.awt.Color[r=39,g=218,b=38]}
Point{x=36, y=11, color=java.awt.Color[r=241,g=119,b=217]}
Point{x=47, y=32, color=java.awt.Color[r=209,g=126,b=205]}
Point{x=31, y=20, color=java.awt.Color[r=108,g=1,b=180]}
Point{x=14, y=35, color=java.awt.Color[r=127,g=104,b=225]}
Point{x=31, y=22, color=java.awt.Color[r=209,g=3,b=135]}
Point{x=8, y=41, color=java.awt.Color[r=62,g=192,b=52]}
Point{x=6, y=19, color=java.awt.Color[r=24,g=51,b=31]}
Point{x=28, y=15, color=java.awt.Color[r=170,g=195,b=5]}
Point{x=7, y=23, color=java.awt.Color[r=89,g=82,b=2]}
Point{x=27, y=38, color=java.awt.Color[r=52,g=177,b=31]}
Point{x=18, y=3, color=java.awt.Color[r=130,g=41,b=53]}
Point{x=35, y=24, color=java.awt.Color[r=81,g=148,b=24]}
Point{x=11, y=44, color=java.awt.Color[r=145,g=98,b=237]}
Point{x=49, y=41, color=java.awt.Color[r=213,g=167,b=103]}
Point{x=41, y=46, color=java.awt.Color[r=17,g=42,b=199]}
Point{x=31, y=4, color=java.awt.Color[r=243,g=189,b=39]}
Point{x=29, y=27, color=java.awt.Color[r=168,g=234,b=191]}
Point{x=48, y=19, color=java.awt.Color[r=126,g=219,b=68]}
Point{x=9, y=7, color=java.awt.Color[r=181,g=147,b=189]}
Point{x=20, y=41, color=java.awt.Color[r=8,g=48,b=223]}
Point{x=48, y=36, color=java.awt.Color[r=34,g=28,b=220]}
Point{x=10, y=48, color=java.awt.Color[r=225,g=183,b=80]}
Point{x=33, y=41, color=java.awt.Color[r=14,g=90,b=190]}
Point{x=14, y=33, color=java.awt.Color[r=77,g=223,b=80]}
Point{x=36, y=21, color=java.awt.Color[r=121,g=221,b=211]}
Point{x=31, y=29, color=java.awt.Color[r=122,g=222,b=159]}
Point{x=0, y=16, color=java.awt.Color[r=69,g=170,b=55]}
Point{x=15, y=45, color=java.awt.Color[r=103,g=84,b=253]}
Point{x=32, y=15, color=java.awt.Color[r=105,g=101,b=0]}
Point{x=25, y=20, color=java.awt.Color[r=22,g=146,b=2]}
Point{x=28, y=46, color=java.awt.Color[r=203,g=184,b=219]}
Point{x=49, y=5, color=java.awt.Color[r=119,g=167,b=169]}
Point{x=17, y=40, color=java.awt.Color[r=72,g=195,b=235]}
Point{x=28, y=18, color=java.awt.Color[r=121,g=110,b=219]}
Point{x=18, y=40, color=java.awt.Color[r=1,g=224,b=164]}
Point{x=24, y=43, color=java.awt.Color[r=240,g=211,b=189]}
Point{x=40, y=46, color=java.awt.Color[r=237,g=168,b=40]}
Point{x=45, y=35, color=java.awt.Color[r=182,g=69,b=209]}
Point{x=36, y=35, color=java.awt.Color[r=193,g=157,b=235]}
Point{x=29, y=14, color=java.awt.Color[r=43,g=143,b=88]}
Point{x=42, y=46, color=java.awt.Color[r=189,g=244,b=70]}
Point{x=9, y=47, color=java.awt.Color[r=107,g=77,b=98]}
Point{x=41, y=38, color=java.awt.Color[r=248,g=139,b=107]}
Point{x=25, y=9, color=java.awt.Color[r=68,g=6,b=30]}
Point{x=43, y=14, color=java.awt.Color[r=146,g=232,b=26]}
Point{x=23, y=31, color=java.awt.Color[r=104,g=164,b=248]}
